Name,Team,Pos,mlbam,Age,Draft,Highest Level,B/T,Hgt/Wgt,Rank,Avg,Athletic,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Roundup,Fantasy Six Pack,Fantrax HQ,Imaginary Brick Wall,Just Baseball,MLB Pipeline,NBC Sports,Pitcher List,Prospect 361,Prospects Live,Razzball,Roto- Baller,Roto- Prospects,Rotowire,TJStats,Upside Prospect
"Miller, Mason",KC,P,692223,24.0,2023 #409,A+,L/L,"6'3"" 205",867,359.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,476,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Brannigan, Jack",PIT,SS,687394,25.0,2022 #83,AA,R/R,"6'0"" 201",867,359.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gustin, Harry",SD,P,814480,23.9,2023 #551,AA,S/L,"6'0"" 160",872,359.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,477,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Adams, Cooper",BOS,P,822416,25.8,2024 FA,AA,L/R,"6'3"" 205",873,359.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,480,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gonzalez, Jacob",CHW,SS,694378,23.8,2023 #15,AAA,L/R,"6'2"" 205",874,359.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Morejon, Luis",COL,OF,830435,17.9,2025 FA,R,R/R,"6'2"" 201",874,359.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Baro, Boston",NYM,SS,805951,21.6,2023 #246,A+,L/R,"6'0"" 170",876,359.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Martin, Colby",MIA,P,814508,25.0,2024 #487,AAA,R/R,"5'11"" 195",877,360.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,484,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Garcia, Elvin",BAL,SS,821751,19.2,2024 FA,R,S/R,"6'2"" 165",878,360.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,485,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Diaz, Yilbur",ARI,P,700270,25.6,2021 FA,MLB,R/R,"6'0"" 190",879,360.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Mendoza, Ramon",STL,2B,680636,25.6,2018 FA,AA,R/R,"5'11"" 174",879,360.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,486,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Martin, Payton",LAD,P,806293,21.9,2022 #525,A+,R/R,"6'0"" 170",879,360.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"De Los Santos, Yordany",PIT,SS,703154,21.1,2022 FA,A+,R/R,"6'2"" 170",882,360.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Baez, Nate",BOS,C,686960,24.9,2022 #354,AA,R/R,"5'11"" 191",882,360.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,489,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hernandez, Melvin",MIL,P,808329,19.7,2023 FA,A,R/R,"5'11"" 139",884,360.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,490,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"McShane, Matt",BOS,P,823791,23.4,2024 #384,A+,R/R,"6'4"" 220",885,360.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,492,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ignoffo, Ryan",MIA,C,813883,25.7,2023 #593,AA,R/R,"5'9"" 215",886,360.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,494,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bowker, Cody",PHI,P,805790,22.3,2025 #100,,R/R,"6'1"" 212",886,360.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Panzini, Shane",KC,P,695556,24.4,2021 #108,AAA,R/R,"6'3"" 220",888,360.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Martinez, Ernesto Jr.",MIL,1B,667803,26.8,2017 FA,AAA,L/L,"6'6"" 254",889,360.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Tredwell, Alonzo",HOU,P,696280,23.9,2023 #61,AA,L/R,"6'8"" 245",890,360.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dryden, Hunter",SF,P,827500,23.8,2024 #508,A,R/R,"5'11"" 168",891,360.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,501,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Alcantara, Alfredo",CIN,SS,807643,20.4,2023 FA,A,R/R,"5'9"" 165",892,360.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,502,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Madden, Ty",DET,P,680744,26.1,2021 #32,AAA,R/R,"6'3"" 215",893,360.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Serrano, Teilon",MIN,OF,829080,17.8,2025 FA,R,L/R,"5'11"" 200",893,360.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,458,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hunter, Kenly",STL,OF,829077,17.9,2025 FA,R,R/R,"6'0"" 156",895,360.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,459,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Vernon, Cade",SF,P,827293,24.2,2024 #298,A,S/R,"6'3"" 210",895,360.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,504,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rosario, Gabriel",BAL,OF,836617,17.6,2026 FA,,L/R,"6'3"" 200",897,360.88,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,460,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lin, Yu-Min",ARI,P,801179,22.7,2021 FA,AAA,L/L,"5'11"" 160",898,361.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Harris, Trent",SF,P,805345,27.2,2023 FA,AAA,R/R,"6'2"" 200",898,361.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Tiger, Izack",TEX,P,806094,25.1,2023 #201,A+,R/R,"6'2"" 175",900,361.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Evans, Logan",SEA,P,688138,24.8,2023 #367,MLB,R/R,"6'4"" 215",901,361.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hurt, Kyle",LAD,P,669165,27.8,2020 #134,MLB,R/R,"6'3"" 240",902,361.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Kroeger, Jacob",ATL,P,800811,25.9,2024 #311,A+,L/L,"6'1"" 190",902,361.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,511,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Macko, Adam",TOR,P,671936,25.2,2019 #216,AAA,L/L,"6'0"" 170",902,361.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Marsh, Chandler",BAL,P,694285,23.6,2024 FA,A+,R/R,"6'4"" 245",905,361.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,513,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Martinez, Jeter",PIT,P,807002,20.1,2023 FA,A,R/R,"6'4"" 180",906,361.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Williams, Max",MIA,OF,703637,21.6,2025 #78,A,L/L,"6'2"" 207",906,361.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,469,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lewis, Ian Jr.",MIA,2B,691588,23.1,2019 FA,A+,S/R,"5'11"" 177",906,361.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,514,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Drake, Isaiah",ATL,OF,806061,20.7,2023 #162,A+,L/R,"6'0"" 180",906,361.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Manuel",MIL,P,804973,20.6,2022 FA,AA,R/R,"6'2"" 175",910,361.28,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Martorella, Nathan",MIA,1B,687210,25.1,2022 #150,AAA,L/L,"6'0"" 225",911,361.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Ray, Dylan",ARI,P,691009,24.9,2022 #108,AAA,R/R,"6'3"" 230",911,361.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Elissalt, Lucas",DET,P,827640,21.7,2024 #386,A+,R/R,"6'4"" 190",913,361.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,518,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Johnathan",CLE,OF,671286,26.4,2017 #102,MLB,R/R,"6'2"" 224",914,361.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bernard, Derek",COL,SS,800204,20.6,2022 FA,A,L/R,"5'11"" 190",914,361.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,519,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Martin, Maxton",TEX,OF,807722,20.9,2023 #321,A+,L/R,"6'1"" 205",916,361.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Longwell, Aidan",COL,1B,815067,24.4,2023 #502,A+,L/L,"6'0"" 205",916,361.48,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,520,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Huang, Chung-Hsiang",ARI,P,829473,20.4,2024 FA,A,R/R,"6'0"" 175",918,361.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,522,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Suisbel, Luis",SEA,3B,692044,22.8,2019 FA,A+,S/R,"6'1"" 190",919,361.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hicks, James",HOU,P,801802,24.9,2023 #404,AA,R/R,"6'2"" 190",919,361.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Yeager, Chay",TOR,P,807410,23.5,2023 #364,AA,S/R,"5'11"" 180",921,361.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,524,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Curry, Aidan",TEX,P,695778,23.7,2020 FA,A+,R/R,"6'5"" 205",922,361.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,525,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Fruit, Zach",BAL,P,688396,26.0,2023 #271,AA,R/R,"6'4"" 212",923,361.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lugo, Andy",MIN,IF,702889,22.0,2021 FA,A+,R/R,"6'0"" 160",923,361.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,526,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Dudley, Bryson",KC,P,703657,22.1,2025 #218,A,R/R,"6'3"" 220",925,361.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,527,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Millan, Anthony",HOU,OF,829860,17.9,2025 FA,R,R/R,"5'11"" 170",926,361.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Stephenson, Seth",DET,OF,700931,25.2,2022 #207,AA,R/R,"5'9"" 165",926,361.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,529,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Medina, Ramcell",KC,SS,829096,18.4,2025 FA,R,R/R,"6'1"" 155",928,361.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,487,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Pulido, Danyony",PHI,P,699707,23.4,2021 FA,A,R/R,"6'1"" 165",928,361.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,532,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"McCoy, Alex",SD,OF,801932,24.1,2024 FA,A,R/R,"6'6"" 260",930,362.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,533,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Fox, Phil",CHW,P,813636,23.4,2024 #199,AA,R/R,"5'9"" 183",931,362.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,534,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Youngerman, Sean",PHI,P,823781,21.7,2025 #131,,R/R,"6'3"" 230",931,362.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Blanco, Sebastian",COL,SS,829949,18.2,2025 FA,R,R/R,"6'1"" 181",933,362.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,490,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Graham, Peyton",DET,SS,689931,25.2,2022 #51,A+,R/R,"6'3"" 185",933,362.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,535,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Veach, Chris",NYY,P,810102,24.3,2024 FA,A,R/R,"6'0"" 195",935,362.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,536,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Fleury, Jose",HOU,P,800067,24.0,2021 FA,AAA,R/R,"6'0"" 185",935,362.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Foscue, Justin",TEX,1B,679822,27.1,2020 #14,MLB,R/R,"5'11"" 205",937,362.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Paredes, Mike",MIN,P,702474,25.7,2021 #549,AAA,R/R,"5'11"" 185",937,362.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,537,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"LaCombe, Mathias",CHW,P,807187,23.8,2023 #359,A,R/R,"6'2"" 185",937,362.16,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cerda, Christian",ARI,C,692416,23.2,2019 FA,AA,R/R,"6'1"" 190",940,362.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,538,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Aponte, Liberts",CIN,SS,829051,18.4,2025 FA,R,R/R,"6'0"" 160",941,362.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,494,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Raeth, Stefan",SEA,P,806288,25.6,2022 #516,AA,L/R,"6'1"" 195",941,362.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,539,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"McCausland, Will",CLE,P,823790,22.4,2025 #222,A,R/R,"6'0"" 190",943,362.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,541,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hurtado, Daviel",NYM,P,808064,21.2,2023 FA,A,L/L,"6'1"" 166",943,362.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Farris, Mitch",LAA,P,815083,25.1,2023 #429,MLB,L/L,"6'2"" 195",945,362.36,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Rodriguez, Gustavo",ATH,P,683020,25.2,2018 FA,AAA,R/R,"6'3"" 160",946,362.40,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,543,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Quiroz, Nelson",LAD,C,685716,24.4,2019 FA,AA,L/R,"5'9"" 194",947,362.44,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,544,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Aguiar, Julian",CIN,P,687924,24.8,2021 #360,MLB,L/R,"6'3"" 180",948,362.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Umberger, Grant",CHW,P,802359,24.4,2025 FA,A+,R/L,"6'4"" 225",948,362.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,546,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Black, Mason",KC,P,696131,26.3,2021 #85,MLB,R/R,"6'3"" 228",948,362.52,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Cavanaugh, Drew",SF,C,701852,24.2,2023 #510,AAA,L/R,"6'0"" 220",951,362.56,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,547,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Bercovich, Jadon",TB,P,694793,24.0,2024 FA,A,R/R,"6'2"" 205",952,362.60,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,548,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Reid, Dominick",CHC,P,805255,22.3,2025 #90,,R/R,"6'3"" 201",953,362.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Advincula, Jonah",CLE,OF,809945,25.2,2023 #248,AA,L/R,"6'2"" 190",953,362.64,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,549,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sommers, Drew",DET,P,805427,25.6,2022 #344,MLB,L/L,"6'3"" 250",955,362.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,550,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gurevitch, Jack",STL,1B,813668,22.0,2025 #89,A,L/R,"6'0"" 215",955,362.68,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Gilbert, Geoffrey",NYY,P,687280,24.9,2022 #400,AA,L/L,"6'0"" 215",957,362.72,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,551,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Livingston, Dean",ARI,P,828344,19.5,2025 #123,,R/R,"6'4"" 205",958,362.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,507,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Reyes, Gabriel",DET,P,694050,22.7,2020 FA,A,L/L,"6'1"" 170",958,362.76,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,552,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Hidalgo, Andri",BAL,P,836602,17.0,2026 FA,,L/L,"6'4"" 194",960,362.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,508,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Russell, Jonathan",TB,P,812163,21.0,2023 FA,A,R/R,"6'1"" 180",960,362.80,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,553,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Fabian, Jud",BAL,OF,682983,25.5,2022 #67,AAA,R/L,"6'0"" 195",962,362.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Sales, R.J.",WAS,P,701680,22.7,2024 #296,A,R/R,"6'0"" 170",962,362.84,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,554,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Soto, Ubaldo",LAA,P,808161,19.7,2023 FA,A,R/R,"6'2"" 185",964,362.92,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,556,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Snell, Kade",CHC,OF,820835,23.7,2025 #151,A+,L/L,"6'1"" 220",965,362.96,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"DeBerry, Jaron",MIL,P,809229,23.6,2024 #93,AA,R/R,"6'3"" 178",966,363.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Smith, Tanner",BAL,P,823801,23.6,2024 #450,A+,R/R,"6'6"" 245",966,363.00,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,558,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Wood, Matthew",MIL,C,687783,25.1,2022 #132,AA,L/R,"5'10"" 190",968,363.04,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,559,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Thomason, Jay",MIN,3B,823295,24.0,2024 #518,A+,L/R,"6'1"" 200",969,363.08,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,560,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Leary, Cameron",ATH,OF,802474,24.4,2024 #286,A+,L/L,"6'1"" 205",970,363.12,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,561,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Alfonzo, Omar",PIT,C,692657,22.6,2019 FA,AA,L/R,"6'1"" 235",971,363.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Lobo, Inmer",PIT,P,800308,22.1,2022 FA,A+,L/L,"6'1"" 193",971,363.20,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,563,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Fenelon, Kenny",MIL,OF,829064,18.5,2025 FA,R,R/R,"6'0"" 184",973,363.24,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Jackson, Core",NYY,SS,692110,22.5,2025 #164,A+,L/R,"6'2"" 190",974,363.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,900,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
"Slater, Ryan",SF,P,695421,23.8,2024 #538,A,R/R,"6'3"" 205",974,363.32,168,Paywall,Paywall,150,150,Paywall,300,165,150,150,Paywall,566,855,150,150,150,225,Paywall,150,150,Paywall,Paywall,Paywall,150,Paywall
